0.598008,1.104993,-0.001731
0.722956,1.349631,0.001718
0.445041,1.347443,0.003196
0.655394,0.865937,-0.000963
0.507673,1.131385,0.001923
0.780147,1.385851,-0.001008
0.457267,1.382042,0.003455
0.785058,1.099046,0.000091
0.724017,0.893242,0.000082
0.564070,1.352335,0.001399
0.713423,1.381575,-0.000333
0.665639,0.829117,0.000329
0.736607,1.366825,-0.000479
0.669035,1.260491,0.000091
0.698282,1.042462,-0.000732
0.664307,0.909990,-0.001361
0.686188,0.826985,0.000776
0.510420,0.833283,0.001170
0.433407,1.294081,0.000044
0.679242,0.997425,0.000007
0.786476,0.829666,0.002251
0.573789,1.034323,0.001290
0.703911,1.283612,0.000868
0.470942,1.096136,0.000001
0.574964,1.192121,-0.001264
0.681411,1.259065,-0.001943
0.506008,1.210208,-0.002960
0.664141,0.904936,-0.000865
0.443596,1.100824,-0.001598
0.787435,1.012397,0.003714
0.635011,0.941177,-0.000632
0.702803,0.960848,-0.002996
0.599198,1.224323,0.002975
0.753329,1.381846,0.000023
0.619985,0.890056,-0.000194
0.457271,0.957900,-0.002907
0.739587,0.960568,-0.000346
0.728840,0.954099,0.001300
0.774800,1.018455,-0.000103
0.476350,0.954412,0.000037
0.645516,1.090410,0.001699
0.536020,1.301009,0.001006
0.632489,1.135656,-0.001391
0.770559,0.979666,-0.001620
0.700881,1.258868,0.002519
0.548848,1.144724,-0.002734
0.429237,0.836321,-0.004688
0.608805,1.272206,0.000577
0.778870,0.886634,0.000304
