0.600900,1.094608,0.004742
0.730448,1.336274,0.018262
0.452259,1.339207,0.019340
0.510966,1.122180,0.004063
0.788475,1.370970,0.019016
0.465153,1.373368,0.020364
0.571522,1.342088,0.019123
0.721550,1.368131,0.020971
0.674811,1.248301,0.012993
0.699908,1.030022,-0.005686
0.663369,0.898142,-0.018803
0.683627,0.814685,-0.027635
0.508359,0.824182,-0.026177
0.679959,0.985569,-0.011512
0.783589,0.815341,-0.028277
0.575315,1.024366,-0.007105
0.710141,1.270697,0.012971
0.473632,1.087869,-0.003259
0.579440,1.181985,0.005963
0.687129,1.246588,0.011934
0.510766,1.201188,0.007044
0.663172,0.893153,-0.019853
0.446393,1.093073,-0.001689
0.788354,0.998099,-0.011592
0.634608,0.930008,-0.016762
0.604273,1.213482,0.009112
0.761556,1.368036,0.019024
0.775962,1.004006,-0.010604
0.476474,0.946202,-0.016413
0.648030,1.079026,-0.003436
0.542475,1.291342,0.013938
0.635935,1.124486,0.000910
0.770966,0.965801,-0.014463
0.706632,1.246002,0.010532
0.552343,1.134914,0.001938
0.427453,0.828689,-0.027385
0.777218,0.872650,-0.022809
0.628680,1.076680,-0.003362
0.402562,0.996662,-0.011283
0.465629,1.269176,0.009942
0.524155,1.111521,-0.000169
0.678875,1.242693,0.010708
0.493552,1.340102,0.014850
0.619053,1.389774,0.020539
