0.601699,1.084906,0.013229
0.755006,1.311628,-0.022742
0.479983,1.343906,0.029494
0.628727,0.840464,-0.006047
0.515588,1.121987,0.025220
0.815926,1.340403,-0.042503
0.496291,1.376396,0.025311
0.785441,1.055792,-0.034838
0.699764,0.859100,-0.021617
0.598317,1.333926,0.015504
0.749496,1.344345,-0.021271
0.634200,0.802748,-0.012127
0.770621,1.327209,-0.026023
0.690804,1.229829,-0.002138
0.692958,1.010245,-0.010619
0.642968,0.883068,-0.006043
0.654288,0.798085,-0.016186
0.481346,0.826043,0.012772
0.461977,1.292498,0.032035
0.668541,0.967922,-0.003684
0.753377,0.788436,-0.040434
0.568985,1.017532,0.020384
0.728157,1.248461,-0.012888
0.474773,1.091588,0.032494
0.589554,1.173783,0.015810
0.702930,1.226810,-0.006172
0.523594,1.200315,0.029612
0.642235,0.878033,-0.004194
0.448367,1.099744,0.037662
